outcome,region,sample,term,beta_std,pval,sig90,sig95
dlog_idp,south,pre,spi6_drought_severity_L10_12,0.01170876713164567,0.4243193230666469,False,False
dlog_idp,south,pre,spi6_drought_severity_L4_6,-0.014119973565240737,0.21057579071530386,False,False
dlog_idp,south,pre,spi6_flood_severity_L4_6,0.004340792842504141,0.7180025535384558,False,False
dlog_idp,south,pre,spi6_flood_severity_L7_9,-0.04630461639277632,0.0028352166936804757,True,True
dlog_idp,south,pre,t2m_max_anom_1m_L10_12,0.028529909341686175,0.25075215367769554,False,False
dlog_idp,south,pre,t2m_max_anom_1m_L1_3,-0.018048871448955697,0.4546320510014028,False,False
ln_idp,north,pooled,W30_inflation_food_price_index_L10_12,-0.01056392255787383,0.33159261235140813,False,False
ln_idp,north,pooled,W30_inflation_food_price_index_L1_3,-0.014732610894093315,0.15777606943732736,False,False
ln_idp,north,pooled,W30_ln_c_fuel_gas_L4_6,-0.007680094006921056,0.47304035802048383,False,False
ln_idp,north,pooled,W30_ln_c_fuel_gas_L7_9,0.0033488690761006214,0.7300228410449807,False,False
ln_idp,north,pooled,W30_ln_total_best_deaths_L10_12,-0.0183018862145102,0.027793115407909852,True,True
ln_idp,north,pooled,W30_ln_total_best_deaths_L1_3,0.02305973208464895,0.040263078651686435,True,True
ln_idp,north,pooled,W30_ln_total_events_L4_6,0.01238782817806409,0.19299093862528727,False,False
ln_idp,north,pooled,W30_ln_total_events_L7_9,-0.0087848199243118,0.24366083014565043,False,False
ln_idp,north,pooled,W30_ndvi_anom_1m_L10_12,0.014145881756090805,0.20175115704973812,False,False
ln_idp,north,pooled,W30_ndvi_anom_1m_L4_6,-0.007980645156038923,0.3045103077230018,False,False
ln_idp,north,pooled,W30_sm1_anom_1m_L4_6,-0.015141689509652594,0.174548236386177,False,False
ln_idp,north,pooled,W30_sm1_anom_1m_L7_9,-0.0011475793015271907,0.8921478470752173,False,False
ln_idp,north,pooled,W30_spi6_L4_6,0.016889720872569847,0.3358559071970557,False,False
ln_idp,north,pooled,W30_spi6_L7_9,0.029626787415773438,0.01703450982032395,True,True
ln_idp,north,pooled,W30_spi6_drought_severity_L10_12,0.021153863349084243,0.056779059434375334,True,False
ln_idp,north,pooled,W30_spi6_drought_severity_L4_6,-0.004114569097025446,0.7448525272490216,False,False
ln_idp,north,pooled,W30_spi6_flood_severity_L1_3,0.013834588261359856,0.6212158539004764,False,False
ln_idp,north,pooled,W30_spi6_flood_severity_L7_9,-0.01911048886818262,0.19368186847893054,False,False
ln_idp,north,pooled,W30_t2m_max_anom_1m_L1_3,-0.012437451299468312,0.3180799436026356,False,False
ln_idp,north,pooled,W30_t2m_max_anom_1m_L7_9,0.050536302740903025,0.07232614428437723,True,False
ln_idp,north,pooled,inflation_food_price_index_L10_12,0.002223048032207219,0.5032734845961873,False,False
ln_idp,north,pooled,inflation_food_price_index_L1_3,0.00545604263329431,0.23475064422456748,False,False
ln_idp,north,pooled,ln_c_fuel_gas_L10_12,-0.0022396822926102735,0.7339511772484726,False,False
ln_idp,north,pooled,ln_c_fuel_gas_L4_6,-0.0008965080654003239,0.8153293758612938,False,False
ln_idp,north,pooled,ln_total_best_deaths_L10_12,-0.00793943049427738,0.465371525877345,False,False
ln_idp,north,pooled,ln_total_best_deaths_L4_6,-0.008995505178599459,0.26549289934608633,False,False
ln_idp,north,pooled,ln_total_events_L10_12,0.012310046370784894,0.12201940207253381,False,False
ln_idp,north,pooled,ln_total_events_L4_6,0.010705950200502625,0.21027106002459717,False,False
ln_idp,north,pooled,ndvi_anom_1m_L10_12,-0.014461104929620487,0.12889823081377028,False,False
ln_idp,north,pooled,ndvi_anom_1m_L1_3,-0.004244327679424796,0.16575778940551578,False,False
ln_idp,north,pooled,sm1_anom_1m_L10_12,0.014608228727566603,0.03316971176478711,True,True
ln_idp,north,pooled,sm1_anom_1m_L1_3,-0.003302473799040968,0.700404308039356,False,False
ln_idp,north,pooled,spi6_L10_12,-0.00859689908992794,0.5338464426529024,False,False
ln_idp,north,pooled,spi6_L4_6,-0.0032178055942039797,0.7304924406420636,False,False
